"cond","SID","survey_name","item","value","article_number","content","article_cond"
"social","s015","comment","3","This is about countries that would lose a lot of money if they went with saving the planet. They are more interested in their own salvation rather than the planets.",41,"climate","control"
"social","s017","comment","3","Most people don't know much about CBD.There is a need to make people aware of its relationship with snakes.",88,"health","social"
"social","s018","comment","3","This matters because the average citizens will be forced to see more ads regarding this issue on tv and social media. It exposes us to more ads whether we support it or not.",95,"climate","social"
"self","s019","comment","3","This article is about the consequences of climate change. It tries to convey the message that climate change is going to cause crises in the near future.",99,"climate","control"
"self","s020","comment","3","A new snake oil called CBD has unknow effects to scientists.",88,"health","control"
"self","s021","comment","3","This article is about the prediction of more deadly glaciers in Tibet.",45,"climate","control"
"social","s024","comment","3","I know a few people who have had cancer and would find this interesting.",24,"health","control"
"social","s025","comment","3","The article describes that there has been a global increase in SUVs in the world due to more SUVs in China, Australia and Europe and that this will have an impact on the climate.",103,"climate","control"
"social","s028","comment","3","This article is about obesity",106,"health","control"
"self","s030","comment","3","Protecting all the species in the earth is much needed and implementing the Endangered species act is helpful for all the species and much needed too.",89,"climate","self"
"social","s031","comment","3","The article  contains nutritious information.",42,"health","social"
"self","s032","comment","3","This article expresses the need to save food resources and stop waste.",20,"health","control"
"self","s036","comment","3","I worry about the health of children.",92,"health","self"
"social","s037","comment","3","about children living issues",86,"health","control"
"social","s038","comment","3","Recycling has proper protocol that takes information to know what is recyclable instead of fitting in with the green crowd.",69,"climate","social"
